acl_name,conformer_definition,nodes,deviant_properties,flag
['99'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.53.192.0/23'}}}, 'name': 'permit 10.53.192.0 0.0.1.255'}], 'sourceName': '99', 'sourceType': 'standard ipv4 access-list'}",['swcore01-bldgb-mdf1-1-sjc10'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['85'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.242.25'}}}, 'name': 'permit 10.15.242.25'}, {'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'deny   any log'}], 'sourceName': '85', 'sourceType': 'standard ipv4 access-list'}",['rtredge01-sjc4'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['84'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.10.220'}}}, 'name': 'permit 10.15.10.220'}, {'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'deny   any log'}], 'sourceName': '84', 'sourceType': 'standard ipv4 access-list'}",['rtredge01-sjc4'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['83'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.10.113'}}}, 'name': 'permit 10.15.10.113'}, {'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'deny   any log'}], 'sourceName': '83', 'sourceType': 'standard ipv4 access-list'}",['rtredge01-sjc4'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['81'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.10.16'}}}, 'name': 'permit 10.15.10.16'}, {'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'deny   any log'}], 'sourceName': '81', 'sourceType': 'standard ipv4 access-list'}",['rtredge01-sjc4'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['80'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.10.11'}}}, 'name': 'permit 10.15.10.11'}, {'action': 'DENY', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}}}, 'name': 'deny   any log'}], 'sourceName': '80', 'sourceType': 'standard ipv4 access-list'}",['rtredge01-sjc4'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['8'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.0.0.0/8'}}}, 'name': 'permit 10.0.0.0 0.255.255.255'}], 'sourceName': '8', 'sourceType': 'standard ipv4 access-list'}",['swal3-b2-idf1-sjc10'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['1'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.194.0.0/16'}}}, 'name': 'permit 10.194.0.0 0.0.255.255'}], 'sourceName': '1', 'sourceType': 'standard ipv4 access-list'}",['rtruc01-cdg10'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['23'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.10.10.0/29'}}}, 'name': 'permit 10.10.10.0 0.0.0.7'}], 'sourceName': '23', 'sourceType': 'standard ipv4 access-list'}",['rtredge02.ams4.nl'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['13'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.125.0.0/16'}}}, 'name': 'permit 10.125.0.0 0.0.255.255'}], 'sourceName': '13', 'sourceType': 'standard ipv4 access-list'}",['swcore01-nyc1'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['12'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.195.242.123'}}}, 'name': 'permit 10.195.242.123'}, {'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.192.242.123'}}}, 'name': 'permit 10.192.242.123'}, {'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.15.242.123'}}}, 'name': 'permit 10.15.242.123'}], 'sourceName': '12', 'sourceType': 'standard ipv4 access-list'}",['swcore01-nyc1'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
['8'],"{'lines': [{'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '10.0.0.0/8'}}}, 'name': 'permit 10.0.0.0 0.255.255.255'}, {'action': 'PERMIT', 'matchCondition': {'class': 'org.batfish.datamodel.acl.MatchHeaderSpace', 'headerSpace': {'dstIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '0.0.0.0/0'}, 'negate': False, 'srcIps': {'class': 'org.batfish.datamodel.IpWildcardIpSpace', 'ipWildcard': '70.34.48.0/20'}}}, 'name': 'permit 70.34.48.0 0.0.15.255'}], 'sourceName': '8', 'sourceType': 'standard ipv4 access-list'}",['rtrborder02-ams20'],"[['sourceType', 'standard ipv4 access-list']]",Needs inspection
